4,5,3.1415926535898251,0.548623
4,6,3.1415926535898255,0.548880
4,7,3.1415926535898255,0.549331
4,8,3.1415926535898255,0.548643
4,9,3.1415926535898255,0.549161
4,10,3.1415926535898255,0.549394
4,11,3.1415926535898255,0.548864
4,12,3.1415926535898255,0.549032
4,13,3.1415926535898255,0.548867
4,14,3.1415926535898255,0.548765
4,15,3.1415926535898251,0.548979
4,16,3.1415926535898255,0.548999
4,17,3.1415926535898255,0.549079
4,18,3.1415926535898255,0.549354
4,19,3.1415926535898255,0.548981
4,20,3.1415926535898255,0.548536
4,21,3.1415926535898255,0.548529
4,22,3.1415926535898255,0.548332
4,23,3.1415926535898255,0.548556
4,24,3.1415926535898255,0.548375
4,25,3.1415926535898255,0.536407
4,26,3.1415926535898255,0.549031
4,27,3.1415926535898255,0.535326
4,28,3.1415926535898255,0.548393
4,29,3.1415926535898255,0.536662
4,30,3.1415926535898255,0.549361
5,1,3.1415926535897598,0.440341
5,2,3.1415926535897598,0.446211
5,3,3.1415926535897598,0.446057
5,4,3.1415926535897598,0.447491
5,5,3.1415926535897598,0.447871
5,6,3.1415926535897598,0.446421
5,7,3.1415926535897598,0.445590
5,8,3.1415926535897598,0.446515
5,9,3.1415926535897598,0.444533
5,10,3.1415926535897598,0.439997
5,11,3.1415926535897598,0.439734
5,12,3.1415926535897598,0.440030
5,13,3.1415926535897598,0.440283
5,14,3.1415926535897598,0.440411
5,15,3.1415926535897598,0.440048
5,16,3.1415926535897598,0.440551
5,17,3.1415926535897598,0.439882
5,18,3.1415926535897598,0.439905
5,19,3.1415926535897598,0.440409
5,20,3.1415926535897598,0.440714
5,21,3.1415926535897598,0.439875
5,22,3.1415926535897598,0.439843
5,23,3.1415926535897598,0.441160
5,24,3.1415926535897598,0.440199
5,25,3.1415926535897598,0.441002
5,26,3.1415926535897598,0.439625
5,27,3.1415926535897598,0.439968
5,28,3.1415926535897598,0.440347
5,29,3.1415926535897598,0.440192
5,30,3.1415926535897598,0.439737
